country,brand_name,month,months_postgx,volume
COUNTRY_B6AE,BRAND_9065,Nov,-11,29745.645123386515
COUNTRY_B6AE,BRAND_9065,Dec,-10,35945.52663944243
COUNTRY_B6AE,BRAND_9065,Jan,-9,39309.14418557165
COUNTRY_B6AE,BRAND_9065,Feb,-8,29345.306949067428
COUNTRY_B6AE,BRAND_9065,Mar,-7,32894.45280452827
COUNTRY_B6AE,BRAND_9065,Apr,-6,32125.92717771617
COUNTRY_B6AE,BRAND_9065,May,-5,47927.314307775465
COUNTRY_B6AE,BRAND_9065,Jun,-4,33936.4237660162
COUNTRY_B6AE,BRAND_9065,Jul,-3,43508.707868481
COUNTRY_B6AE,BRAND_9065,Aug,-2,29120.723310584854
COUNTRY_B6AE,BRAND_9065,Sep,-1,42296.66098944115
COUNTRY_B6AE,BRAND_9065,Oct,0,32120.24860331002
COUNTRY_B6AE,BRAND_9065,Nov,1,22002.412542761
COUNTRY_B6AE,BRAND_9065,Dec,2,42037.20518748354
COUNTRY_B6AE,BRAND_9065,Jan,3,27146.925996324237
COUNTRY_B6AE,BRAND_9065,Feb,4,33539.086253189584
COUNTRY_B6AE,BRAND_9065,Mar,5,29779.873980087177
COUNTRY_B6AE,BRAND_9065,Apr,6,25200.6662216178
COUNTRY_B6AE,BRAND_9065,May,7,29808.522469049527
COUNTRY_B6AE,BRAND_9065,Jun,8,36432.46647269173
COUNTRY_B6AE,BRAND_9065,Jul,9,25777.789879336284
COUNTRY_B6AE,BRAND_9065,Aug,10,36104.44561116952
COUNTRY_B6AE,BRAND_9065,Sep,11,34367.061625906856
COUNTRY_B6AE,BRAND_9065,Oct,12,35499.40488606309
COUNTRY_B6AE,BRAND_9065,Nov,13,25680.963828707183
COUNTRY_B6AE,BRAND_9065,Dec,14,32393.18000540569
COUNTRY_B6AE,BRAND_9065,Jan,15,21496.322646892317
COUNTRY_B6AE,BRAND_9065,Feb,16,36440.07926235425
COUNTRY_B6AE,BRAND_9065,Mar,17,34665.26547399168
COUNTRY_B6AE,BRAND_9065,Apr,18,25640.50078788474
COUNTRY_B6AE,BRAND_9065,May,19,18815.13254671978
COUNTRY_B6AE,BRAND_9065,Jun,20,41919.8380614206
COUNTRY_B6AE,BRAND_9065,Jul,21,40912.315632264814
COUNTRY_B6AE,BRAND_9065,Aug,22,24854.396610729356
COUNTRY_B6AE,BRAND_9065,Sep,23,33392.85536946739
COUNTRY_B6AE,BRAND_022B,Apr,-24,675600.5028710255
COUNTRY_B6AE,BRAND_022B,May,-23,480502.49689252616
COUNTRY_B6AE,BRAND_022B,Jun,-22,792515.4966323749
COUNTRY_B6AE,BRAND_022B,Jul,-21,836255.1896148354
COUNTRY_B6AE,BRAND_022B,Aug,-20,596289.6171815437
COUNTRY_B6AE,BRAND_022B,Sep,-19,554960.9990423084
COUNTRY_B6AE,BRAND_022B,Oct,-18,431001.17706582
COUNTRY_B6AE,BRAND_022B,Nov,-17,908388.9818464948
COUNTRY_B6AE,BRAND_022B,Dec,-16,841297.3387569225
COUNTRY_B6AE,BRAND_022B,Jan,-15,613403.4378738994
COUNTRY_B6AE,BRAND_022B,Feb,-14,856846.668332525
COUNTRY_B6AE,BRAND_022B,Mar,-13,639479.5029829683
COUNTRY_B6AE,BRAND_022B,Apr,-12,648582.9927669468
COUNTRY_B6AE,BRAND_022B,May,-11,619478.6459160157
COUNTRY_B6AE,BRAND_022B,Jun,-10,634913.3752664923
COUNTRY_B6AE,BRAND_022B,Jul,-9,751705.7514927147
COUNTRY_B6AE,BRAND_022B,Aug,-8,1028930.9033128306
COUNTRY_B6AE,BRAND_022B,Sep,-7,777924.0
COUNTRY_B6AE,BRAND_022B,Oct,-6,744969.9022911232
COUNTRY_B6AE,BRAND_022B,Nov,-5,1068753.776106031
COUNTRY_B6AE,BRAND_022B,Dec,-4,912708.4611883956
COUNTRY_B6AE,BRAND_022B,Jan,-3,822619.1150342072
COUNTRY_B6AE,BRAND_022B,Feb,-2,867078.0472502345
COUNTRY_B6AE,BRAND_022B,Mar,-1,663196.3882472768
COUNTRY_B6AE,BRAND_022B,Apr,0,434183.68160777865
COUNTRY_B6AE,BRAND_022B,May,1,663144.1552465827
COUNTRY_B6AE,BRAND_022B,Jun,2,855434.6652022853
COUNTRY_B6AE,BRAND_022B,Jul,3,785123.5245083314
COUNTRY_B6AE,BRAND_022B,Aug,4,880644.0364479552
COUNTRY_B6AE,BRAND_022B,Sep,5,642052.1761429801
COUNTRY_B6AE,BRAND_022B,Oct,6,859618.6983246756
COUNTRY_B6AE,BRAND_022B,Nov,7,703105.9482189174
COUNTRY_B6AE,BRAND_022B,Dec,8,610799.9474583385
COUNTRY_B6AE,BRAND_022B,Jan,9,793922.2922768728
COUNTRY_B6AE,BRAND_022B,Feb,10,638319.5702434671
COUNTRY_B6AE,BRAND_022B,Mar,11,533056.8928996823
COUNTRY_B6AE,BRAND_022B,Apr,12,613712.7520908111
COUNTRY_B6AE,BRAND_022B,May,13,604262.979880098
COUNTRY_B6AE,BRAND_022B,Jun,14,658045.2232667858
COUNTRY_B6AE,BRAND_022B,Jul,15,867017.2874242866
COUNTRY_B6AE,BRAND_022B,Aug,16,792421.584513037
COUNTRY_B6AE,BRAND_022B,Sep,17,871334.8229823936
COUNTRY_B6AE,BRAND_022B,Oct,18,795362.007983297
COUNTRY_B6AE,BRAND_022B,Nov,19,820147.9667558982
COUNTRY_B6AE,BRAND_022B,Dec,20,805114.057110712
COUNTRY_B6AE,BRAND_022B,Jan,21,607537.1413528727
COUNTRY_B6AE,BRAND_022B,Feb,22,563225.31043279
COUNTRY_B6AE,BRAND_022B,Mar,23,596682.111777165
COUNTRY_B6AE,BRAND_D8CE,Jan,-24,67485.10535848385
COUNTRY_B6AE,BRAND_D8CE,Feb,-23,160854.03463921882
COUNTRY_B6AE,BRAND_D8CE,Mar,-22,113272.58546929738
COUNTRY_B6AE,BRAND_D8CE,Apr,-21,38027.23858316158
COUNTRY_B6AE,BRAND_D8CE,May,-20,48643.5445414468
COUNTRY_B6AE,BRAND_D8CE,Jun,-19,109721.01986978015
COUNTRY_B6AE,BRAND_D8CE,Jul,-18,69640.1509012579
COUNTRY_B6AE,BRAND_D8CE,Aug,-17,81189.09048023113
COUNTRY_B6AE,BRAND_D8CE,Sep,-16,61311.00400218893
COUNTRY_B6AE,BRAND_D8CE,Oct,-15,139412.11461544427
COUNTRY_B6AE,BRAND_D8CE,Nov,-14,105900.35134402082
COUNTRY_B6AE,BRAND_D8CE,Dec,-13,111176.09648967728
COUNTRY_B6AE,BRAND_D8CE,Jan,-12,105983.1075247576
COUNTRY_B6AE,BRAND_D8CE,Feb,-11,113712.5803921705
COUNTRY_B6AE,BRAND_D8CE,Mar,-10,108433.71635934862
COUNTRY_B6AE,BRAND_D8CE,Apr,-9,91144.66065739364
COUNTRY_B6AE,BRAND_D8CE,May,-8,238575.6977238549
COUNTRY_B6AE,BRAND_D8CE,Jun,-7,111104.91302449528
COUNTRY_B6AE,BRAND_D8CE,Jul,-6,87881.20445493923
COUNTRY_B6AE,BRAND_D8CE,Aug,-5,96504.30046730992
COUNTRY_B6AE,BRAND_D8CE,Sep,-4,193685.51666033792
COUNTRY_B6AE,BRAND_D8CE,Oct,-3,99785.06357656005
COUNTRY_B6AE,BRAND_D8CE,Nov,-2,159999.0
COUNTRY_B6AE,BRAND_D8CE,Dec,-1,175501.16835053705
COUNTRY_B6AE,BRAND_D8CE,Jan,0,83687.11975300037
COUNTRY_B6AE,BRAND_D8CE,Feb,1,88155.70853904387
COUNTRY_B6AE,BRAND_D8CE,Mar,2,171403.08315743576
COUNTRY_B6AE,BRAND_D8CE,Apr,3,38976.34014701416
COUNTRY_B6AE,BRAND_D8CE,May,4,136464.32870499013
COUNTRY_B6AE,BRAND_D8CE,Jun,5,185985.04754173144
COUNTRY_B6AE,BRAND_D8CE,Jul,6,82042.65794326576
COUNTRY_B6AE,BRAND_D8CE,Aug,7,190534.59587054863
COUNTRY_B6AE,BRAND_D8CE,Sep,8,144030.44554196647
COUNTRY_B6AE,BRAND_D8CE,Oct,9,17923.66752906942
COUNTRY_B6AE,BRAND_D8CE,Nov,10,112601.35684750472
COUNTRY_B6AE,BRAND_D8CE,Dec,11,133550.98457084622
COUNTRY_B6AE,BRAND_D8CE,Jan,12,64543.94299418054
COUNTRY_B6AE,BRAND_D8CE,Feb,13,93116.61519523076
COUNTRY_B6AE,BRAND_D8CE,Mar,14,216237.4556604881
COUNTRY_B6AE,BRAND_D8CE,Apr,15,61458.7043412954
COUNTRY_B6AE,BRAND_D8CE,May,16,94742.6113522382
COUNTRY_B6AE,BRAND_D8CE,Jun,17,146762.1131084065
COUNTRY_B6AE,BRAND_D8CE,Jul,18,28945.94575587548
COUNTRY_B6AE,BRAND_D8CE,Aug,19,114606.73747679728
COUNTRY_B6AE,BRAND_D8CE,Sep,20,125244.3993792742
COUNTRY_B6AE,BRAND_D8CE,Oct,21,44907.50065905429
COUNTRY_B6AE,BRAND_D8CE,Nov,22,103732.14128863475
COUNTRY_B6AE,BRAND_D8CE,Dec,23,162497.7689979815
COUNTRY_B6AE,BRAND_3CB9,Jun,-24,1180.1880672769796
COUNTRY_B6AE,BRAND_3CB9,Jul,-23,2533.609322075697
COUNTRY_B6AE,BRAND_3CB9,Aug,-22,393.2208653433498
COUNTRY_B6AE,BRAND_3CB9,Sep,-21,2669.5588741485853
COUNTRY_B6AE,BRAND_3CB9,Oct,-20,944.2133684051246
COUNTRY_B6AE,BRAND_3CB9,Nov,-19,844.0939451530642
COUNTRY_B6AE,BRAND_3CB9,Dec,-18,1024.997318050618
COUNTRY_B6AE,BRAND_3CB9,Jan,-17,1069.0500274119836
COUNTRY_B6AE,BRAND_3CB9,Feb,-16,2733.998685529869
COUNTRY_B6AE,BRAND_3CB9,Mar,-15,2591.9737767676543
COUNTRY_B6AE,BRAND_3CB9,Apr,-14,932.1967806432514
COUNTRY_B6AE,BRAND_3CB9,May,-13,583.1104347074813
COUNTRY_B6AE,BRAND_3CB9,Jun,-12,1182.7573386899417
COUNTRY_B6AE,BRAND_3CB9,Jul,-11,1553.3404488665904
COUNTRY_B6AE,BRAND_3CB9,Aug,-10,1690.446494204093
COUNTRY_B6AE,BRAND_3CB9,Sep,-9,1976.6536787308628
COUNTRY_B6AE,BRAND_3CB9,Oct,-8,2441.167661913697
COUNTRY_B6AE,BRAND_3CB9,Nov,-7,837.3130326966144
COUNTRY_B6AE,BRAND_3CB9,Dec,-6,2279.1328609196376
COUNTRY_B6AE,BRAND_3CB9,Jan,-5,1881.502872397908
COUNTRY_B6AE,BRAND_3CB9,Feb,-4,2998.889211840457
COUNTRY_B6AE,BRAND_3CB9,Mar,-3,3101.987700931384
COUNTRY_B6AE,BRAND_3CB9,Apr,-2,2053.166917261794
COUNTRY_B6AE,BRAND_3CB9,May,-1,3776.468663535182
COUNTRY_B6AE,BRAND_3CB9,Jun,0,1212.4643163417882
COUNTRY_B6AE,BRAND_3CB9,Jul,1,1267.705377259863
COUNTRY_B6AE,BRAND_3CB9,Aug,2,2664.1922080724034
COUNTRY_B6AE,BRAND_3CB9,Sep,3,1542.2923786962276
COUNTRY_B6AE,BRAND_3CB9,Oct,4,1490.2902333563068
COUNTRY_B6AE,BRAND_3CB9,Nov,5,2023.6302047470576
COUNTRY_B6AE,BRAND_3CB9,Dec,6,904.0336646725874
COUNTRY_B6AE,BRAND_3CB9,Jan,7,720.1813305712578
COUNTRY_B6AE,BRAND_3CB9,Feb,8,1563.0474942747237
COUNTRY_B6AE,BRAND_3CB9,Mar,9,1210.9839593171555
COUNTRY_B6AE,BRAND_3CB9,Apr,10,2431.1911944689846
COUNTRY_B6AE,BRAND_3CB9,May,11,969.5615671919128
COUNTRY_B6AE,BRAND_3CB9,Jun,12,1173.086074257727
COUNTRY_B6AE,BRAND_3CB9,Jul,13,1712.231499756463
COUNTRY_B6AE,BRAND_3CB9,Aug,14,1971.390296893937
COUNTRY_B6AE,BRAND_3CB9,Sep,15,1181.5836584906867
COUNTRY_B6AE,BRAND_3CB9,Oct,16,2106.1140743602364
COUNTRY_B6AE,BRAND_3CB9,Nov,17,1625.9402809859223
COUNTRY_B6AE,BRAND_3CB9,Dec,18,2348.5411319947957
COUNTRY_B6AE,BRAND_3CB9,Jan,19,1505.2660724681325
COUNTRY_B6AE,BRAND_3CB9,Feb,20,265.4655020522238
COUNTRY_B6AE,BRAND_3CB9,Mar,21,2045.1851444786173
COUNTRY_B6AE,BRAND_3CB9,Apr,22,1091.5751774857365
COUNTRY_B6AE,BRAND_3CB9,May,23,2226.3410240243657
COUNTRY_B6AE,BRAND_FD42,Feb,-24,30384.56959986168
COUNTRY_B6AE,BRAND_FD42,Mar,-23,52507.46229444059
COUNTRY_B6AE,BRAND_FD42,Apr,-22,26037.76302579146
COUNTRY_B6AE,BRAND_FD42,May,-21,49657.94577413101
COUNTRY_B6AE,BRAND_FD42,Jun,-20,52023.43976421825
COUNTRY_B6AE,BRAND_FD42,Jul,-19,45545.36020516087
COUNTRY_B6AE,BRAND_FD42,Aug,-18,37414.425988725976
COUNTRY_B6AE,BRAND_FD42,Sep,-17,50534.33238361057
COUNTRY_B6AE,BRAND_FD42,Oct,-16,28534.13210337278
COUNTRY_B6AE,BRAND_FD42,Nov,-15,46234.6978483174
COUNTRY_B6AE,BRAND_FD42,Dec,-14,62226.01047637777
COUNTRY_B6AE,BRAND_FD42,Jan,-13,40919.39522677022
COUNTRY_B6AE,BRAND_FD42,Feb,-12,40527.16618973403
COUNTRY_B6AE,BRAND_FD42,Mar,-11,50265.1702798331
COUNTRY_B6AE,BRAND_FD42,Apr,-10,43105.02841051412
COUNTRY_B6AE,BRAND_FD42,May,-9,46309.76313908785
COUNTRY_B6AE,BRAND_FD42,Jun,-8,52073.7466132222
COUNTRY_B6AE,BRAND_FD42,Jul,-7,49315.65590208571
COUNTRY_B6AE,BRAND_FD42,Aug,-6,55929.8649732608
COUNTRY_B6AE,BRAND_FD42,Sep,-5,46632.77557765811
COUNTRY_B6AE,BRAND_FD42,Oct,-4,30970.69107770661
COUNTRY_B6AE,BRAND_FD42,Nov,-3,43322.02251510435
COUNTRY_B6AE,BRAND_FD42,Dec,-2,38281.75783327682
COUNTRY_B6AE,BRAND_FD42,Jan,-1,50348.2195008461
COUNTRY_B6AE,BRAND_FD42,Feb,0,40652.57178688152
COUNTRY_B6AE,BRAND_FD42,Mar,1,44746.70020798592
COUNTRY_B6AE,BRAND_FD42,Apr,2,31849.936840332502
COUNTRY_B6AE,BRAND_FD42,May,3,38493.25438131033
COUNTRY_B6AE,BRAND_FD42,Jun,4,37038.59926844042
COUNTRY_B6AE,BRAND_FD42,Jul,5,49592.69236153093
COUNTRY_B6AE,BRAND_FD42,Aug,6,37988.81732368172
COUNTRY_B6AE,BRAND_FD42,Sep,7,44200.27824263269
COUNTRY_B6AE,BRAND_FD42,Oct,8,33487.62832329943
COUNTRY_B6AE,BRAND_FD42,Nov,9,39639.49400874028
COUNTRY_B6AE,BRAND_FD42,Dec,10,34285.01118360435
COUNTRY_B6AE,BRAND_FD42,Jan,11,39236.91288351148
COUNTRY_B6AE,BRAND_FD42,Feb,12,49447.29837905291
COUNTRY_B6AE,BRAND_FD42,Mar,13,45012.655037489705
COUNTRY_B6AE,BRAND_FD42,Apr,14,29394.902022512622
COUNTRY_B6AE,BRAND_FD42,May,15,45759.21810550977
COUNTRY_B6AE,BRAND_FD42,Jun,16,40972.10914321439
COUNTRY_B6AE,BRAND_FD42,Jul,17,46817.37080153498
COUNTRY_B6AE,BRAND_FD42,Aug,18,41888.70448456484
COUNTRY_B6AE,BRAND_FD42,Sep,19,39398.26779985679
COUNTRY_B6AE,BRAND_FD42,Oct,20,32185.188459530505
COUNTRY_B6AE,BRAND_FD42,Nov,21,32086.22719279026
COUNTRY_B6AE,BRAND_FD42,Dec,22,44385.15769511402
COUNTRY_B6AE,BRAND_FD42,Jan,23,32460.806877448405
COUNTRY_B6AE,BRAND_52CE,Dec,-24,275.5074861371771
COUNTRY_B6AE,BRAND_52CE,Jan,-23,260.6881671947913
COUNTRY_B6AE,BRAND_52CE,Feb,-22,146.26669402795272
COUNTRY_B6AE,BRAND_52CE,Mar,-21,98.14522576962275
COUNTRY_B6AE,BRAND_52CE,Apr,-20,101.19208646931972
COUNTRY_B6AE,BRAND_52CE,May,-19,176.97643069209778
COUNTRY_B6AE,BRAND_52CE,Jun,-18,344.8378493830042
COUNTRY_B6AE,BRAND_52CE,Jul,-17,353.60672229181193
COUNTRY_B6AE,BRAND_52CE,Aug,-16,443.37977595066593
COUNTRY_B6AE,BRAND_52CE,Sep,-15,196.87118269250928
COUNTRY_B6AE,BRAND_52CE,Oct,-14,161.053394543866
COUNTRY_B6AE,BRAND_52CE,Nov,-13,98.82354232176468
COUNTRY_B6AE,BRAND_52CE,Dec,-12,369.1121211861732
COUNTRY_B6AE,BRAND_52CE,Jan,-11,143.90187003867732
COUNTRY_B6AE,BRAND_52CE,Feb,-10,125.91649561524213
COUNTRY_B6AE,BRAND_52CE,Mar,-9,266.8870539623792
COUNTRY_B6AE,BRAND_52CE,Apr,-8,202.8931456389196
COUNTRY_B6AE,BRAND_52CE,May,-7,108.64854598140651
COUNTRY_B6AE,BRAND_52CE,Jun,-6,413.4810170745781
COUNTRY_B6AE,BRAND_52CE,Jul,-5,215.0307005925152
COUNTRY_B6AE,BRAND_52CE,Aug,-4,294.08564372198674
COUNTRY_B6AE,BRAND_52CE,Sep,-3,196.9657814105196
COUNTRY_B6AE,BRAND_52CE,Oct,-2,134.55769927802694
COUNTRY_B6AE,BRAND_52CE,Nov,-1,161.39937711017953
COUNTRY_B6AE,BRAND_52CE,Dec,0,324.3043026602954
COUNTRY_B6AE,BRAND_52CE,Jan,1,141.99779726498383
COUNTRY_B6AE,BRAND_52CE,Feb,2,248.22068048715715
COUNTRY_B6AE,BRAND_52CE,Mar,3,235.22622855772173
COUNTRY_B6AE,BRAND_52CE,Apr,4,166.28712042533243
COUNTRY_B6AE,BRAND_52CE,May,5,117.08251671161383
COUNTRY_B6AE,BRAND_52CE,Jun,6,234.66930658195528
COUNTRY_B6AE,BRAND_52CE,Jul,7,202.86447883936623
COUNTRY_B6AE,BRAND_52CE,Aug,8,303.3170454578798
COUNTRY_B6AE,BRAND_52CE,Sep,9,176.21776761765238
COUNTRY_B6AE,BRAND_52CE,Oct,10,189.29698345816243
COUNTRY_B6AE,BRAND_52CE,Nov,11,146.18162220493622
COUNTRY_B6AE,BRAND_52CE,Dec,12,192.93104552431893
COUNTRY_B6AE,BRAND_52CE,Jan,13,125.5374216687625
COUNTRY_B6AE,BRAND_52CE,Feb,14,254.5917353105836
COUNTRY_B6AE,BRAND_52CE,Mar,15,193.6542000711735
COUNTRY_B6AE,BRAND_52CE,Apr,16,212.36346314757037
COUNTRY_B6AE,BRAND_52CE,May,17,97.5970611081446
COUNTRY_B6AE,BRAND_52CE,Jun,18,148.7375070148837
COUNTRY_B6AE,BRAND_52CE,Jul,19,146.26783404370426
COUNTRY_B6AE,BRAND_52CE,Aug,20,194.21397873813413
COUNTRY_B6AE,BRAND_52CE,Sep,21,178.10182554708413
COUNTRY_B6AE,BRAND_52CE,Oct,22,141.75
COUNTRY_B6AE,BRAND_52CE,Nov,23,149.26915874138896
COUNTRY_B6AE,BRAND_6898,Dec,-24,248757.95728710128
COUNTRY_B6AE,BRAND_6898,Jan,-23,270350.71709685185
COUNTRY_B6AE,BRAND_6898,Feb,-22,201708.20322146083
COUNTRY_B6AE,BRAND_6898,Mar,-21,397193.739178618
COUNTRY_B6AE,BRAND_6898,Apr,-20,198564.18201680505
COUNTRY_B6AE,BRAND_6898,May,-19,191988.96888892807
COUNTRY_B6AE,BRAND_6898,Jun,-18,277802.5446862603
COUNTRY_B6AE,BRAND_6898,Jul,-17,222209.1330864618
